text,label
Olivier Assayas has fashioned an absorbing look at provincial bourgeois French society .,1
Schneider 's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story 's continuity and progression,0
"Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth ,",0
easy watch,1
"self-consciously flashy camera effects , droning house music and",0
This charming but slight tale,1
conflicting,0
has some quietly moving moments and an intelligent subtlety,1
acidic all-male,0
"It looks good ,",1
why it works,1
a bit too enigmatic and,0
all are irrelevant to the experience of seeing The Scorpion King,0
that Rohmer still has a sense of his audience,1
The charm of Revolution OS,1
still has a sense of his audience,1
"A droll ,",0
totally weirded - out by the notion of cinema,0
truly funny bits,1
go down in the annals of cinema,1
is never especially clever and often is rather pretentious,0
"bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes",1
Mike Leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,1
One scene after another in this supposedly funny movie,0
refreshes the mind and spirit,1
quite tasteful to look at,1
of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand,0
a dime in the tries-so-hard-to-be-cool `` Clockstoppers,0
"The kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly",1
in the best Irish sense,1
Audacious-impossible,0
influence,1
an unimaginative screenwriter 's,0
loved this film,1
very good acting,1
discerned here that producers would be well to heed,0
the most accomplished work to date from Hong Kong 's versatile Stanley Kwan,1
understanding a unique culture that is presented with universal appeal,1
all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor .,0
come with the warning ``,0
by Laurice Guillen,1
Essentially a collection of bits -- and they 're all naughty .,1
to see how many times they can work the words `` radical '' or `` suck '' into a sentence,0
good spaghetti western,1
energy and innovation,1
incredibly hokey,0
spice,1
is distressingly rote,0
deathly slow to any teen,0
is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what William James once called ` the gift of tears . ',1
awe and affection -- and,1
that strokes the eyeballs while it evaporates like so much crypt mist in the brain,0
wan,0
the lazy material,0
triteness,0
Worthy of the gong .,0
"Sparkling , often hilarious romantic jealousy comedy",1
would have just gone more over-the-top instead of trying to have it both ways,0
"of a self-reflexive , philosophical nature",1
Bravo 's,1
earn our love,1
"delicate , clever direction",1
B-movie imagination,0
"no character , loveable or otherwise",0
the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed,0
wanting more,1
a masterfully made one,1
is something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,1
seems embarrassed,0
more emotional force,1
"Is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action aesthetic ?",0
you doze off thirty minutes into the film,0
as grand as The Lord of the Rings,1
rigged and sluggish,0
"is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction",1
is not the most impressive player,0
A properly spooky film about the power of spirits,1
brisk delight,1
you misty even when you do n't,1
"it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film",0
"when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",0
An emotionally strong and politically potent piece,1
"the better video-game-based flicks ,",1
by drawing me into the picture,1
A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,1
the message is too blatant,0
a visually compelling one,1
"a while , as do Joan and Philip 's repetitive arguments , schemes and treachery",0
"It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today .",1
buffoons,0
has a nearly terminal case of the cutes,1
is to substitute plot for personality .,0
"Loosely speaking , we 're in All of Me territory again , and , strictly speaking , Schneider is no Steve Martin",0
suffers through this film,0
's also uninspired,0
", Elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",1
passionate and,1
that 's enough to sustain laughs,1
languorous charm,1
seem authentic,1
"game of absurd plot twists , idiotic court maneuvers and stupid characters",0
After several scenes of this tacky nonsense,0
"as far as art is concerned , it 's mission accomplished",1
"'s a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all",1
does an established filmmaker so ardently waste viewers ' time with a gobbler like this,0
trifling,0
's something about a marching band that gets me where I live .,1
"a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate",1
amateurishly,0
"is advised to take the warning literally , and log on to something more user-friendly .",0
"Director Lee has a true cinematic knack ,",1
blazingly alive and admirable,1
Borrows from other movies,0
better drama,1
"it 's kind of insulting , both to men and women .",0
a true adaptation,1
overstuffed,0
"a teenybopper Ed Wood film ,",1
... one resurrection too many .,0
the film itself is ultimately quite unengaging .,0
standard guns versus martial arts cliche with little new added .,0
the movie rising above similar fare,1
"The dramatic crisis does n't always succeed in its quest to be taken seriously , but Huppert 's volatile performance makes for a riveting movie experience",1
they have a tendency to slip into hokum,0
outstanding feature debut,1
poor Dana Carvey,0
merely pretentious,0
by the intentionally low standards of frat-boy humor,0
"is a clever and cutting , quick and dirty look at modern living and movie life",1
you 're looking for a tale of Brits behaving badly,0
it thinks it is and its comedy is generally mean-spirited,1
"flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters",1
what punk rock music used to be,1
particularly memorable effect,1
an admirable reconstruction of terrible events,1
deferred and desire,1
"an exhilarating place to visit , this laboratory of laughter",1
the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem,1
"bursting with incident , and with scores of characters , some fictional , some from history",1
